id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,beta_CI,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2,effect
met-c-887,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large VLDL,Inverse variance weighted,12,-0.6435240937090257,0.19107502629965475,7.57394511625521e-4,-1.018031145256349,-0.2690170421617024,0.525437466570404,0.36130559859361006,0.7641302331062388,-0.64 [-1.02:-0.27],0.53 [0.36:0.76],negative,0.0200891983022158,0.05764529239660303,0.7346926261320366,7103.982362829836,11,0,0.04154318433727714,0.01632955425461041,TRUE,8.764417368056216e-26,69.97993272180987,0.04244046154729363,term trait as confounder
met-c-887,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large VLDL,MR Egger,12,-0.8029361799982716,0.4989176884615998,0.13861684703324273,-1.7808148493830072,0.17494248938646395,0.4480115883727334,0.16850078854927636,1.1911777092815363,-0.8 [-1.78:0.17],0.45 [0.17:1.19],overlaps null,0.0200891983022158,0.05764529239660303,0.7346926261320366,7018.739768437104,10,0,0.04154318433727714,0.01632955425461041,TRUE,8.764417368056216e-26,69.97993272180987,0.04244046154729363,term trait as confounder
met-c-887,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large VLDL,Weighted median,12,-0.0962563470412204,0.02395987820766562,5.8844498074696214e-5,-0.14321770832824504,-0.04929498575419578,0.9082311638528952,0.8665653898553946,0.9519002912535364,-0.1 [-0.14:-0.05],0.91 [0.87:0.95],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1444,ukb-d-30760_irnt,HDL cholesterol,Insulin-like growth factor 1 receptor,Wald ratio,1,-0.10227168425883432,0.01355117026158788,4.4514581036643453e-14,-0.12883197797154658,-0.07571139054612207,0.9027842460787688,0.8791216649422605,0.9270837330820874,-0.1 [-0.13:-0.08],0.9 [0.88:0.93],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1444,ukb-d-30760_irnt,HDL cholesterol,Insulin-like growth factor 1 receptor,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1390,ukb-d-30760_irnt,HDL cholesterol,Oxidoreductase HTATIP2,Wald ratio,1,-0.00440200029855202,0.00420615017166741,0.29530126681077895,-0.01264605463502015,0.0038420540379161,0.9956076743036888,0.9874335707116468,1.0038494441889534,0 [-0.01:0],1 [0.99:1],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1390,ukb-d-30760_irnt,HDL cholesterol,Oxidoreductase HTATIP2,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
ukb-d-30630_irnt,ukb-d-30760_irnt,HDL cholesterol,Apoliprotein A,Inverse variance weighted,242,0.9809263664814076,0.01710965010434382,0,0.9473914522768936,1.0144612806859217,2.6669256484942587,2.578973501885182,2.7578772753568126,0.98 [0.95:1.01],2.67 [2.58:2.76],positive,-0.00105462201581645,9.061380705830542e-4,0.24563461837841868,2688.570041259912,241,0,0.080628657034565,0.08341810339386109,FALSE,0.02416311538598556,167.37254197034073,0.10239127436855916,term trait as confounder
ukb-d-30630_irnt,ukb-d-30760_irnt,HDL cholesterol,Apoliprotein A,MR Egger,242,1.0039423108934218,0.02614150762936063,1.8246282380303167e-104,0.9527049559398748,1.0551796658469683,2.7290192918255327,2.5927133580955317,2.872491196106036,1 [0.95:1.06],2.73 [2.59:2.87],positive,-0.00105462201581645,9.061380705830542e-4,0.24563461837841868,2673.4806847017294,240,0,0.080628657034565,0.08341810339386109,FALSE,0.02416311538598556,167.37254197034073,0.10239127436855916,term trait as confounder
ukb-d-30630_irnt,ukb-d-30760_irnt,HDL cholesterol,Apoliprotein A,Weighted median,242,0.8641519118827387,0.01604083801970524,0,0.8327118693641163,0.895591954401361,2.3729927254114336,2.2995463615291034,2.4487849295245945,0.86 [0.83:0.9],2.37 [2.3:2.45],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
