id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,Inverse variance weighted,5,0.08552042097993577,0.03333939433577446,0.010313233686066863,0.02017520808181783,0.1508656338780537,1.0892838053596763,1.0203801032065294,1.162840401229086,1.09 [1.02:1.16],positive,0.0022095402034291774,0.010825833198482075,0.851337599458931,3.408170976422932,4,0.49197778543322046,0.01721655938880555,3.0409162041594735e-5,TRUE,1.7310387397132782e-70,76.6545636010931,0.017472102995130155
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,MR Egger,5,0.06796648991579439,0.09296588329070538,0.5176503294641225,-0.11424664133398814,0.2501796211655769,1.0703294410481201,0.8920379153265715,1.2842560755447034,1.07 [0.89:1.28],overlaps null,0.0022095402034291774,0.010825833198482075,0.851337599458931,3.36149511059236,3,0.3391749700920495,0.01721655938880555,3.0409162041594735e-5,TRUE,1.7310387397132782e-70,76.6545636010931,0.017472102995130155
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,Weighted median,5,0.07410503026939352,0.0389134429096728,0.05686389644458754,-0.0021653178335651613,0.1503753783723522,1.0769199087446142,0.9978370247759586,1.1622704520419105,1.08 [1:1.16],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-912,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total lipids in medium VLDL,Inverse variance weighted,12,-0.09786909966718466,0.02110021865026024,3.5129022323621696e-6,-0.1392255282216947,-0.05651267111267459,0.9067675921651758,0.8700317896080557,0.945054509527105,0.91 [0.87:0.95],negative,-0.005843483924100207,0.005697580154517617,0.32924571600934593,11.64453682434784,11,0.3909463557882379,0.04389236576333701,1.0887857970702431e-4,TRUE,4.3975639555098306e-160,75.16556497787158,0.04473699886764525
met-c-912,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total lipids in medium VLDL,MR Egger,12,-0.05121655408490308,0.050122450514124145,0.3309457781441679,-0.1494565570925864,0.04702344892278024,0.9500729060848968,0.8611758491897533,1.0481465866998692,0.95 [0.86:1.05],overlaps null,-0.005843483924100207,0.005697580154517617,0.32924571600934593,10.536257581588151,10,0.39476893079899755,0.04389236576333701,1.0887857970702431e-4,TRUE,4.3975639555098306e-160,75.16556497787158,0.04473699886764525
met-c-912,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total lipids in medium VLDL,Weighted median,12,-0.07977345123366718,0.028980478481970766,0.005911295795912195,-0.13657518905832988,-0.02297171340900448,0.9233255009470506,0.8723407273158874,0.9772901275884236,0.92 [0.87:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,Inverse variance weighted,15,-0.08913727494344893,0.02294977480057779,1.027454657393478e-4,-0.13411883355258142,-0.04415571633431646,0.9147199968195432,0.874486140133884,0.9568049557119844,0.91 [0.87:0.96],negative,6.080872683005587e-5,0.0063320652345452986,0.9924836020588215,20.41983699597318,14,0.11745081728827755,0.049030248427037584,1.3432895893471833e-4,TRUE,8.833540734884542e-195,74.26165521183952,0.04986697899405863
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,MR Egger,15,-0.08966038466267467,0.05945071229112838,0.15543011221085523,-0.2061837807532863,0.026863011427936956,0.9142416230307346,0.8136835231700249,1.0272270747544898,0.91 [0.81:1.03],overlaps null,6.080872683005587e-5,0.0063320652345452986,0.9924836020588215,20.41969213650115,13,0.08522812773035217,0.049030248427037584,1.3432895893471833e-4,TRUE,8.833540734884542e-195,74.26165521183952,0.04986697899405863
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,Weighted median,15,-0.07761111979487245,0.027403448480093524,0.004623381458953937,-0.13132187881585577,-0.023900360773889143,0.9253241968487104,0.8769354620101998,0.9763829909569239,0.93 [0.88:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-890,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Concentration of large VLDL particles,Inverse variance weighted,10,-0.10506752701630674,0.022519724994482637,3.0775115566202265e-6,-0.1492061880054927,-0.060928866027120776,0.9002637284101953,0.861391487994461,0.9408901666511912,0.9 [0.86:0.94],negative,-0.0019499478233637915,0.0068451391160539304,0.7829820817674862,9.189945038801458,9,0.4199287044198096,0.03540349442168227,9.84953788396345e-5,TRUE,4.574641452185839e-126,71.65232430338632,0.03643550360591996
met-c-890,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Concentration of large VLDL particles,MR Egger,10,-0.08889590505674475,0.06154303069974924,0.18661144201256422,-0.20952024522825324,0.03172843511476377,0.9149408093292148,0.81097322092892965,1.0322371478766252,0.91 [0.81:1.03],overlaps null,-0.0019499478233637915,0.0068451391160539304,0.7829820817674862,9.09766213729759,8,0.3341244460124889,0.03540349442168227,9.84953788396345e-5,TRUE,4.574641452185839e-126,71.65232430338632,0.03643550360591996
met-c-890,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Concentration of large VLDL particles,Weighted median,10,-0.09079180435187297,0.02942330451139298,0.0020306632116608107,-0.14846148119420322,-0.03312212750954272,0.9132078170022829,0.862033211020854,0.9674204037295502,0.91 [0.86:0.97],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-887,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Cholesterol esters in large VLDL,Inverse variance weighted,12,-0.1108036839253861,0.021033107321318446,1.3787259865239992e-7,-0.15202857427517025,-0.06957879357560195,0.8951144570378394,0.8589637361242956,0.9327866328948313,0.9 [0.86:0.93],negative,-0.0017164075940272916,0.005997785760562073,0.7805860480652702,9.259006785997178,11,0.5979982883089735,0.04154318433727714,1.1889190639346523e-4,TRUE,5.2748315161173836e-148,69.97993272180987,0.04244046154729363
met-c-887,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Cholesterol esters in large VLDL,MR Egger,12,-0.09713283372848162,0.05219653293391849,0.09237753320042107,-0.19943803827896187,0.0051723708219986175,0.9074354600916394,0.8191909777232537,1.0051857706249139,0.91 [0.82:1.01],overlaps null,-0.0017164075940272916,0.005997785760562073,0.7805860480652702,9.17711148997372,10,0.5153817095246411,0.04154318433727714,1.1889190639346523e-4,TRUE,5.2748315161173836e-148,69.97993272180987,0.04244046154729363
met-c-887,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Cholesterol esters in large VLDL,Weighted median,12,-0.10175410886741111,0.02767232590364509,2.3589392221077147e-4,-0.1559918676385555,-0.047516350096266737,0.9032516259300248,0.8555661481158832,0.9535948816370512,0.9 [0.86:0.95],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-a-444,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),X-10510,Inverse variance weighted,3,0.33647165976786253,0.16608469104451587,0.04277461102500826,0.01094566532061142,0.6619976542151136,1.3999991924055424,1.0110057882769519,1.938661243548939,1.4 [1.01:1.94],positive,-0.01224103750109498,0.010529460766948317,0.45223739129465773,1.375279733627996,2,0.5027612534383014,0.02936301983243819,1.603527175883995e-5,TRUE,9.617328702133543e-49,76.50832914696583,0.028627910458706194
met-a-444,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),X-10510,MR Egger,3,0.7235552013013743,0.3720843514688007,0.3023805372830422,-0.0057301275774750415,1.4528405301802236,2.0617501331272976,0.9942862582909073,4.2752412356147955,2.06 [0.99:4.28],overlaps null,-0.01224103750109498,0.010529460766948317,0.45223739129465773,0.02375438555315944,1,0.8775115093514134,0.02936301983243819,1.603527175883995e-5,TRUE,9.617328702133543e-49,76.50832914696583,0.028627910458706194
met-a-444,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),X-10510,Weighted median,3,0.3615584901595058,0.17880903099163348,0.043172521746193813,0.011092789415904192,0.7120241909031074,1.435564985953775,1.0111545425312871,2.038112615048352,1.44 [1.01:2.04],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ukb-a-14,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Snoring,Inverse variance weighted,20,1.145291789536713,0.4729016791927548,0.015442185030263978,0.21840449831891362,2.072179080754512,3.1433584221353486,1.2440901982482233,7.942110776149537,3.14 [1.24:7.94],positive,0.012905288683445261,0.019316310263367237,0.5125443344947298,110.28420849990157,19,7.066016315157208e-15,0.0025201064469917724,4.3290328632158943e-4,TRUE,8.807644445930747e-27,37.82819614300019,0.0025201085296365404
ukb-a-14,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Snoring,MR Egger,20,-0.3468195765001512,2.28434255992699,0.8810139562233066,-4.824130993957052,4.130491840956749,0.7069328640536668,0.008033532025803043,62.208512105752604,0.71 [0.01:62.21],overlaps null,0.012905288683445261,0.019316310263367237,0.5125443344947298,107.61557023544376,18,8.7326819667107e-15,0.0025201064469917724,4.3290328632158943e-4,TRUE,8.807644445930747e-27,37.82819614300019,0.0025201085296365404
ukb-a-14,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Snoring,Weighted median,20,0.7746865197875095,0.3329490553199063,0.019979005998672975,0.12210637136049307,1.4272666682145259,2.1699117961429137,1.1298742816528826,4.167293016132838,2.17 [1.13:4.17],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-950,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Concentration of very large VLDL particles,Inverse variance weighted,8,-0.11547561924641662,0.02690260567379411,1.7678547368332804e-5,-0.16820472636705308,-0.06274651212578017,0.8909422938168053,0.8451807861796097,0.9391815146432644,0.89 [0.85:0.94],negative,-0.00552360605213843,0.010339315328770086,0.6123852943368006,7.702366374063004,7,0.3595690374644298,0.025069206432647134,8.964328672164691e-5,TRUE,6.726342535192916e-88,61.85752287548454,0.025448099407625865
met-c-950,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Concentration of very large VLDL particles,MR Egger,8,-0.07126551986928509,0.0874889050968957,0.44643823186859566,-0.24274377385920068,0.1002127341206305,0.9312146033192492,0.7844724903815,1.1054060506485246,0.93 [0.78:1.11],overlaps null,-0.00552360605213843,0.010339315328770086,0.6123852943368006,7.352620397897782,6,0.2894640406912669,0.025069206432647134,8.964328672164691e-5,TRUE,6.726342535192916e-88,61.85752287548454,0.025448099407625865
