id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,beta_CI,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2,effect
prot-a-366,prot-a-346,Calcium/calmodulin-dependent protein kinase type 1,Calpastatin,Inverse variance weighted,4,-0.520103801511669,0.328681773967011,0.11355983789414566,-1.1643200784870107,0.12411247546367254,0.5944588390413922,0.31213481707716795,1.1321432021698326,-0.52 [-1.16:0.12],0.59 [0.31:1.13],overlaps null,0.19662128751720806,0.05237573865003183,0.06419997512162777,72.85942152274112,3,1.041845084356979e-15,0.06779582451308568,0.039893861045173284,TRUE,0.009290342252423239,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-346,Calcium/calmodulin-dependent protein kinase type 1,Calpastatin,MR Egger,4,-1.2767282341804942,0.24649720790900662,0.035313149888462514,-1.7598627616821472,-0.7935937066788412,0.2789484631320276,0.17206847659100805,0.45221673734389584,-1.28 [-1.76:-0.79],0.28 [0.17:0.45],negative,0.19662128751720806,0.05237573865003183,0.06419997512162777,9.054846024888212,2,0.010808493568102007,0.06779582451308568,0.039893861045173284,TRUE,0.009290342252423239,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-346,Calcium/calmodulin-dependent protein kinase type 1,Calpastatin,Weighted median,4,-0.28068458832525767,0.14656411537594427,0.0554800554796699,-0.5679502544621085,0.006581077811593117,0.7552665177927461,0.566685810771543,1.006602780687491,-0.28 [-0.57:0.01],0.76 [0.57:1.01],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as mediator
prot-a-366,prot-a-1759,Leiomodin-1,Calpastatin,Inverse variance weighted,4,0.07178869170849345,0.06744738278207993,0.2871629924120751,-0.06040817854438321,0.2039855619613701,1.0744282844697335,0.9413802039506698,1.2262804482439138,0.07 [-0.06:0.2],1.07 [0.94:1.23],overlaps null,0.024512424943540282,0.024991553597684443,0.43009992624886295,3.0047796391943966,3,0.39088883680803027,0.06779582451308568,0.00125477037392609,TRUE,6.385162357942473e-21,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-1759,Leiomodin-1,Calpastatin,MR Egger,4,-0.023753082001489612,0.11872674021863272,0.8599272785945052,-0.25645749283000974,0.2089513288270305,0.9765268020351234,0.7737878853936001,1.2323850154462914,-0.02 [-0.26:0.21],0.98 [0.77:1.23],overlaps null,0.024512424943540282,0.024991553597684443,0.43009992624886295,2.0288689966647704,2,0.36260742696855636,0.06779582451308568,0.00125477037392609,TRUE,6.385162357942473e-21,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-1759,Leiomodin-1,Calpastatin,Weighted median,4,0.05202122243781384,0.07912463424368614,0.5108856668518915,-0.103063060679811,0.2071055055554387,1.0533980979517725,0.9020700865349764,1.2301123486211367,0.05 [-0.1:0.21],1.05 [0.9:1.23],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as mediator
prot-a-366,prot-a-347,Calcium/calmodulin-dependent protein kinase type 1D,Calpastatin,Inverse variance weighted,4,-0.28616037979006,0.4517384075507312,0.526430160696447,-1.1715676585894932,0.5992468990093731,0.7511421382676112,0.3098807730365808,1.8207470775046595,-0.29 [-1.17:0.6],0.75 [0.31:1.82],overlaps null,-0.10012730301793618,0.19073926728449153,0.6520092182559745,135.61661606748933,3,3.3303523680387116e-29,0.06779582451308568,0.04577075187498505,TRUE,0.045663794156152834,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-347,Calcium/calmodulin-dependent protein kinase type 1D,Calpastatin,MR Egger,4,0.10607047480416879,0.9095722937170508,0.917819123135112,-1.6766912208812508,1.8888321704895883,1.1119002346966549,0.1869916676986979,6.611642899033223,0.11 [-1.68:1.89],1.11 [0.19:6.61],overlaps null,-0.10012730301793618,0.19073926728449153,0.6520092182559745,119.1937714872101,2,1.3103924522795322e-26,0.06779582451308568,0.04577075187498505,TRUE,0.045663794156152834,59.14026241650159,0.06696587726017432,term trait as mediator
prot-a-366,prot-a-347,Calcium/calmodulin-dependent protein kinase type 1D,Calpastatin,Weighted median,4,-0.020975527474366,0.07926671837169358,0.791302518005424,-0.17633829548288543,0.1343872405341534,0.9792429288239031,0.8383343306433623,1.1438356734308075,-0.02 [-0.18:0.13],0.98 [0.84:1.14],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as mediator
prot-a-366,prot-a-2416,26S proteasome non-ATPase regulatory subunit 1,Calpastatin,Inverse variance weighted,4,0.02463162026358523,0.12035674190180205,0.8378416079244824,-0.21126759386394678,0.26053083439111724,1.024937484771538,0.8095574052997434,1.2976187245188058,0.02 [-0.21:0.26],1.02 [0.81:1.3],overlaps null,0.003345016167316542,0.05423178193092085,0.956427078347199,9.585910304689529,3,0.02243476523177345,0.06779582451308568,0.0029488573791306093,TRUE,6.983622627369933e-18,59.14026241650159,0.06696587726017432,term trait as mediator
